Date;Titre;Contenu_lemmatisé
2015-09-25;Célébration de l'Aïd el Kebir : commémoration placée sous la tolérance religieuse et la soumission à Cotonou;instar homologue monde entier , fidèle musulman akpakpa cotonou avoir aussi célébrer fête aïd el kébir . occasion , être imam Ibrahim aboubakar akpakpa , après avoir conduire prière pendant plus vingtaine minute , avoir immolé mouton apprêté circonstance . sacrifice , avoir être faire , présence millier fidèle délégation gouvernemental conduite garde Sceaux , ministre Justice , législation droit homme , evelyne da Silva ahouanto . être travers prière avoir durer près trentaine minute avoir démarrer moment fort célébration aïd el kébir place idi akpakpa cotonou . Conduite imam Ibrahim aboubakar , prière constituer étape plus essentiel avant immolation mouton reproduire acte avoir poser prophète Abraham lieu place fils unique . viser confier Allah faire doléance . après prière , imam avoir prêcher pendant plus demi-dizaine minute devant fidèle attentir . , festivité année être placer sous signer tolérance religieux soumission . car , deux terme constituer facteur essentiel exister paix cité . tolérance religieux , selon , devoir permettre chaque individu société choisir non , religion , peu importer origine , car tout provenir descendance Abraham . soumission quant , fois observer chacun , permettre bénéficier multiple don divins . être après cela imam être diriger vers mouton avoir immolé . zul kifl salami , ancien ministre , tabaski être fête œcuménique . être expression vivant symbole solidarité charité . ceci permettre personne vulnérable épanouir . être pourquoi , aumône être pratique plus prisée religion islamique . finir , avoir inviter citoyen musulman non , vivre bon ambiance fraternelle . occasion , délégation gouvernemental tête evelyne da Silva ahouanto , ministre Justice , législation droit homme , être présenter lieu . , présence gouvernement viser soutenir religion musulman commémorer comme droit , fête aïd El kébir . être dire satisfait faire célébration année être placer sous signer tolérance religieux soumission , car tolérance religieux constituer élément essentiel rayonnement famille voire celui nation . evelyne da Silva ahouanto avoir manquer transmettre remerciement gouvernement responsable communauté musulman tout prière avoir faire stabilité pays .
2015-09-25;Célébration de l'Aïd el Kebir : la signification de la Tabaski;instar tout communauté musulman communauté Jama’at islamique ahmadiyya bohicon avoir aussi commémorer hier jeudi 24 septembre tabaski ahmadiyya être 100 % fidèle saint Coran , tabaski être aussi important . arif mahmood , responsable mission Jama’at islamique ahmadiyya bohicon évoquer ici signification célébration . Jama’at islamique ahmadiyya être restée marge célébration hier fête tabaski bohicon . comme partout ailleurs , ahmadiyya région bohicon être aussi fête . très tôt hier matin , comme exiger Coran tout bon musulman , avoir sacrifié tradition . faire historique tabaski , arif mahmood responsable mission jama'at islamique ahmadiyya bohicon expliquer après rêve où Dieu ordonner Ibrahim tuer unique fils ismaël âgé 12 an environ , Ibrahim décider exécuter ordre consentement femme hadjara fils prouver créateur grand ferveur tout reconnaissance . être ainsi milieu accomplissement sacrifice mouna , actuel lieu immolation mouton tabaski Mecque Dieu envoyer mouton biais ange Jibril égorger place ismaël fils . être donc rappeler geste croyance énorme prophète Ibrahim famille , musulman monde entier perpétuer aujourd'hui tradition . tabaski être plus grand fête tout musulman dire reconnaissance Allah miséricordieux . ainsi , chaque père famille musulman avoir moyen devoir tuer mouton jour tabaski célébrer sacrifice Ibrahim , ajouter avant préciser viande bête tuer être subdiviser trois partie . famille , autre nécessiteux avoir pouvoir tuer bête , troisième partie ami . tout ceci rappeler sens partager , solidarité amour prochain . valeur cardinal enseigner saint Coran véhiculer ahmadis partout où être terre . selon arif mahmood , ahmadiyya prôner renaissance vrai islam , car aujourd'hui , valeur humain être bafouée monde déchire être inondé souffrance inutile . « falloir rien ajouter ni rien soustraire être dire saint Coran » , indiquer arif mahmood faire observer communauté islamique ahmadiyya pratique vrai islam tout pureté authenticité . ailleurs , fatigue rappeler islam être religion fraternité , solidarité paix . signification tabaski être , être encore besoin , preuve tangible tout celui douteraient . précédemment responsable lokossa , nouveau missionnaire ahmadiyya région bohicon , arif mahmood dire travailler frère nouveau juridiction « islam promeut justice , équité , fraternité solidarité entre homme » . , croire chaque célébration tabaski devoir réveiller tout musulman , valeur coranique .
2015-09-25;Célébration de l'Aïd el-kebir à Parakou : Tabaski en communion de prières et en convivialité;"prière , sermon immolation bête place idi puis partager repas famille entre ami , musulman parakou avoir fêté allégresse aïd el-Adha ( fête sacrifice ) encore appeler aïd el-kebir ( grand fête ) . intense moment communion partager implorer miséricorde paix bénin monde . Place sacrifice précieux bête fête . après carême veille stress relatif achat animal dont prix avoir flamber dernier jour , musulman dé parakou avoir sacrifié tradition aïd el-Adha ( fête sacrifice ) encore aïd el-kebir ( grand fête ) , dépit morosité économique ambiant . autour 9 heure jeudi , être ruée vers place idi avoir faire toilette accueillir grand prière sacrifice imam , lequel donner top sacrifice maison . fraîcheur devoir pluie nuit contraster enthousiasme fidèle musulman route lieu . comme lors chaque fête musulman , artère principal parakou connaître effervescence . circulation être dense véhicule bourré monde place habituel malles-arrière toiture . surcharge être faire voir savoir force ordre , excès sembler être permettre nom fête . personne respecter non plus feu tricolorer . être laisser-aller total ruée vers place idi . joie lit visage fidèle réjouir grâce retrouver plein forme parmi vivant jour spécial fête sacrifice . chants récitation coranique être bout lèvre chemin lieu prière . place idi CARDER parakou où principal autorité ville avoir prié , être imam youssouf wakaya avoir diriger prière sermon . fin , conformément rituel musulman , tout prononçant nom Allah , être égorgé place mouton . top être ainsi donner immolation mouton , bélier autre maison fête . musulman avoir avoir moyen , pouvoir réjouir avoir accomplir acte subrogatoire devoir commémoration obéissance Ibrahim ( Abraham ) Dieu . dernier , soumission Dieu , avoir accepter sacrifier fils unique ismaël celui-ci être substitué animal archange Gabriel , volonté tout puissant Allah . Appels modération « saisissons occasion demander Dieu tout puissant garder bénin , protéger peuple béninois , faire sorte 2016 , tout passer paix , sans violence » , laisser entendre député rachidi gbadamassi . maire karimou adamou souradjou , aussi , avoir imploré clémence divin paix règne toujours bénin , avant inviter fêtard cité koburu non seulement modération consommation aliment boisson aussi plus civisme compréhension rapport réforme nouveau équipe municipal . préfet borgou-alibori; salamatou kora ponou être également partie , avoir abondé quelque peu sens appeler prudence route bon cuisson viande avant tout consommation . « rallye , vitesse excessif ! pitié vous-même , parent autre enregistrer cas accident grincement dent famille . vouloir donner travail sapeur pompier » , avoir lancer jeune . au-delà formule habituel : « aïdkoum Mabrouk ! taqabbal-allahu minna wâ minkum . amin : joyeuse fête ! Allah agrée bon action vôtre . amen » , fête être poursuivre famille entre ami autour copieux repas . menu , avoir naturellement sauce viande mouton , cabri , bœuf autre bête immolée , accompagner igname pilée , couscous , riz , pâte noir autre ."
2015-09-25;Célébration de l'Aïd el Kebir : Paul Hounkpè et le député Rosine Dagniho aux côtés des musulmans à Lokossa;"fidèle islam être retrouver hier , jeudi 24 septembre deux place idi lokossa fête tabaski . occasion , avoir enregistrer visite fort délégation gouvernement . caractère officiel prière tabaski place idi lokossa avoir être renforcer année présence ministre charge culture , Paul hounkpè député rosine dagniho côté préfet Mono-Couffo , Corentin kohoué . endroit dignitaire musulman localité , officiel déclarent avoir faire déplacement témoigner soutien gouvernement fidèle islam Mono-Couffo . tout comme ministre , député force cauris bénin émergent ( FCBE ) avoir remercier communauté prière porter paix tant bénin pays voisin . préfet avoir , quant , insister nécessité fidèle musulman maintenir ferveur prière . prédication culte jour avoir être diriger imam Abdoulaye torhir être appuyer sourate "" touba aïd kébir "" rappeler intention communauté musulman , notion soumission puis celui relatif partager couver rituel immolation bélier . peu plus loin ville , autre fidèle être prendre quartier place idi zongo . celui-ci avoir également fêté manière tabaski . selon chef religieux , abdou nouhou alias babavi , tabaski faire partie plus important célébration tout fidèle islam . être pourquoi , animé pensée pieuse envers coréligieux , faute moyen , avoir pouvoir immoler bélier , avoir prié acquitter pendant édition 2016 . « venir sacrifier important devoir religion prière être dérouler autour paix prospérité bénin . Allah éloigner scène violence dérouler autre pays » , satisfait fidèle musulman , rabiou garba . niveau chacun deux place prière , culte avoir prendre fin immolation bélier ambiance rythmée refrain « Allah akbar » . acte censé être tout premier compter fête , avoir donner top immolation mouton sein ménage ."
2015-09-25;Célébration de l'Aïd el Kebir : sous le signe de la paix et de l'éducation de l'enfant à Porto-Novo;fidèle musulman ville porto-novo avoir fois encore sacrifié hier tradition fête tabaski aussi appeler fête mouton aïd el-Kebir . être très nombreux prendre assaut Place idi mosquée central porto-novo . jeune , vieux , femme enfant être paré plus beau tenir assister traditionnel prière consacrer fête . lequel fête viser magnifier dévotion Ibrahim , Abraham judéo-chrétien , celui Allah avoir demander sacrifier autel fils ( ismaël musulman , Isaac chrétien juif ) . moment passer acte , tout puissant avoir envoyer mouton entremise archange Djibril remplacer fils Ibrahim . être ainsi depuis lors , musulman être inviter cours aïd el-Kebir sacrifier mouton guise reconnaissance Allah geste . prière musulman dire hier iman mosquée central porto-novo , amzat houzéifath avoir être rehaussé Ia présence plusieurs personnalité . nombre lequel avoir ministre charger urbanisme , Noël fonton , venir représenter gouvernement , préfet département ouémé-plateau , moukaram badarou , directeur cabinet président assemblée national , falilou akadiri maire porto-novo , Emmanuel zossou . autorité avoir tout écouter religieusement sermon imam . amzat houzéifath avoir surtout inviter fidèle soumettre totalement prescription Allah afin bénéficier bienfait . ensuite obéir autorité cultiver paix autour . islam être religion paix , avoir insister . avoir , ailleurs , inviter fidèle accorder place choix éducation enfant . car , selon , éducation enfant être source miséricorde divin . enfant non éduqué être menace paix développement pays , observer . après prière musulman sermon , avoir procédé immolation symbolique place quelque mouton . être après rituel fidèle musulman avoir moyen être autoriser tuer aussi mouton chez signer reconnaissance Allah .
2015-09-25;Célébration de l'Aïd el Kebir : la communauté Ahmadiyya Bénin partage sa joie de fête avec les pauvres;délégation communauté jama'at islamique ahmadiyya bénin être département ouémé , mercredi 23 septembre dernier . avoir faire don mouton couche vulnérable afin permettre fêter elles-aussi joie , tabaski célébrer hier monde entier . prisonniers orphelin avoir être deux cible ouémé délégation communauté Jama’at islamique ahmadiyya conduite , mercredi dernier , rana farooq , président association bénin . être prison civil porto-novo ensuite orphelinat « Dame miséricorde » adjarra . chacun étape , délégation avoir bras charger cadeau fête . prison civil porto-novo , communauté Jama’at islamique ahmadiyya avoir faire don deux mouton 857 pensionnaire maison carcérale capacité estimer 500 prisonnier dont environ 200 musulman . deux bête avoir être remise imam mosquée prison présence gardien chef , parfait dangou . avoir tout deux remercier délégation geste fréquent endroit prisonnier veille fête musulman , ramadan comme tabaski . imam mosquée prison civil porto-novo avoir prié Allah faire prospérer activité membre communauté islamique afin améliorer année prochain don . souhait être prochainement , outre mouton , communauté donner condiment devant permettre préparer viande . doléance lequel avoir être très sensible président communauté islamique ahmadiyya bénin . sans attendre année prochain , rana farooq avoir remettre gardien chef enveloppe modique permettre pensionnaire acheter condiment préparer viande deux mouton passer ainsi agréable moment fête . avoir manquer prodiguer plusieurs conseil prisonnier . avoir insister importance prière vie homme , surtout musulman . avoir inviter pensionnaire prison changer comportement fois sortie prison . devoir éviter tomber encore travers loi avoir vie correct accompagner développement bénin . président communauté ahmadiyya bénin avoir émettre vœu voir gros lot prisonnier libérer avant visite prochain , occasion fête tabaski 2016 . après prison civil , délégation avoir mettre cap orphelinat « Dame miséricode » adjarra . ici , avoir donner mouton vingtaine enfant situation difficile recueillis centre . don avoir être remettre responsable orphelinat , sœur Christine nyiransabimana nationalité rwandaise . avoir remercier Jama’at islamique ahmadiyya geste venir après celui effectuer lors dernier fête ramadan . rana farooq , initiative association être exigence Coran recommander partager mouton couche déshéritée non musulman permettre fêter aussi titre personne nantie . avant deux étape , délégation avoir effectuer visite courtoisie préfet ouémé-plateau , moukaram badarou , avoir faire don symbolique mouton souhaiter bon fête aïd el-kebir .
2015-09-25;Célébration de l'Aïd el Kebir : une fête placée sous le signe de l'unité nationale à Abomey-Calavi;"fidèle musulman abomey-calavi avoir aussi immolé mouton , hier jeudi . 24 septembre , signer reconnaissance Allah bienfait immense dont cessent combler . être occasion fête tabaski , place idi agori-plateau . frère sœur islam commune abomey-calavi être faire prier appel imam Malik boukari moutawakil , hier jeudi , occasion tabaski . 9 heure déjà , place réserver prière musulman cadre aïd el-Kebir agori-plateau être devenir trop exiguë contenir foule fidèle avoir prise assaut . sous ciel menacer , imam donner top cérémonie . prière durer environ 45mn avant immole mouton signer sacrifice , reconnaissance remerciement très miséricordieux Allah , grâce incommensurables communauté musulman béninoise ailleurs . sermon , imam avoir omis aucun couche société . , tout monde devoir bénéficier bénédiction Allah vie terrestre apaisée épanouie . être pourquoi avoir imploré clémence tout enfant , adulte , autorité divers niveau , sage , religieux , pays déchiré conflit , épidémie catastrophe vue monde quiétude paix . prêcher islamique dire jour allégresse avoir également intégrer personne malade . être moment fidèle , souligner imam , apporter joie rendre visite membre famille . concerner bête sacrifiée jour tabaski , être recommander partager viande trois partie : tiers famille , tiers voisin ami dernier distribuer aumône indigent . « servir rien accumuler soi viande rien partager . être forme avarice condamner islam ...» , avoir averti . celui avoir moyen pouvoir offrir bête entier personne pauvre pouvoir aussi faire sacrifice aïd el-kebir , avoir souligner . tabaski , selon imam mosquée central Médine II agori-plateau , Malik boukari moutawakil , devoir être célébrer manière plus simple possible . point , avoir mettre accent dérive éviter occasion . « pire moyen passer jour aïd el-kebir , être adonner interdit consommer offrir boisson alcoolisée » , prévenir . avoir également profiter "" occasion dénoncer mal handicapent développement harmonieux société , attardant longuement phénomène corruption considérer comme plus grave fléau . imam avoir aussi imploré assistance Allah chef état , boni Yayi , afin pouvoir bien achever second mandat . acteur sociopolitique divers niveau , avoir imploré assistance Allah afin unité cohésion national être renforcer paix pouvoir demeurer bénin . éclat fête avoir être rehaussé présence plusieurs autorité cadre divers niveau administration public béninoise . avoir joindre voix celui imam , prier faveur stabilité , réduction pauvreté bénin , tolérance religieux solidarité national ."
2015-09-28;Drame a Mina en Arabie Saoudite : le message de condoléances du président de la République;béninoises , béninois , cher compatriote , jeudi 24 septembre 2015 , pèlerinage Mecque avoir être endeuillé . près millier pèlerin animé foi inébranlable avoir perdre vie suite bousculade mina . dénombrer également plusieurs centaine personne portée disparu nombreux blessé grave . parmi victime , figurer moment où parler , dix-sept compatriote être déclarer mort près centaine porter disparu . incliner devant mémoire disparu , partager douleur famille éplorée , vouloir ici présenter nom nation béninoise condoléance plus attristée . vœu prompt rétablissement accompagner personne blesser . prière être intense afin compatriote porter disparu être retrouver sain sauf . béninoises , béninois , cher compatriote , depuis siège nation uni New-York Etats-Unis Amérique où trouver moment occasion sommet mondial Programme développement durable après 2015 , inviter tout nation béninoise rester union prière , afin Seigneur accueillir féliciter éternel âme disparu reposer paix . deuil national trois jour être décréter compter vendredi 25 septembre 2015 . durant période drapeau être mettre berne . mission conduite ministre affaire étranger être dépêcher Arabie Saoudite organiser assurer collaboration autorité saoudien meilleur condition retour pèlerin pays . Dieu bénisse bénin !
2015-09-29;Drame au Hajj 2015 : la Jama'at Islamique Ahmadiyya Bénin présente ses condoléances aux familles éplorées;président Jama’at Islamique ahmadiyya bénin ahmad farooq , avoir tenir hier lundi 28 septembre 2015 quartier Jak , conférence presse . objectif être présenter condoléance communauté famille victime particulier famille 17 béninois décédés Mecque . « Jama’at Islamique ahmadiyya bénin exprimer profond condoléance famille victime général particulier famille béninoise toucher drame » , avoir déclarer président communauté Jama’at Islamique ahmadiyya bénin , ahmad farooq . effet , jeudi 24 septembre 2015 Arabie Saoudite précisément mina , suite bousculade être produire niveau steele , environ 800 pèlerin avoir perdre vie lors rite lapidation stèle . selon ahmad farooq , Jama’at Islamique ahmadiyya bénin prie Allah faire miséricorde victime exauce pèlerinage . implorer Allah assister famille éplorée moment tristesse consternation . vérité , être Allah appartenir être vers retournerons . pèlerinage musulman être plus grand . être devoir chaque musulman avoir moyen financier santé physique nécessaire entreprendre voyage jusque Mecque . avoir connaître différent dramer mortel depuis 1975 jusque jour . déjà 1990 , près 1426 pèlerin asiatique avoir périr asphyxié après mouvement foule tunnel mina lors panne système ventilation . être pire dramer avoir avoir lieu nombre important mort . cela ajouter drame année être loin celui 1975 . dénombrer également plusieurs centaine personne portée disparu , nombreux blessé grave disparu .
2015-10-02;Accident mortel à la Mecque : l'Ong Jama'at islamique Ahmadiyya Bénin prie pour le repos des victimes;bénin instar pays monde entier pleure victime bousculade avoir endeuillé hadj 2015 . ong Jama’at islamique ahmadiyya bénin avoir organiser , hier jeudi 1er octobre mosquée ahmadiyya cotonou kpankpan , prière inter-religieuse exprimer compassion parent éploré surtout repos âme défunt . pendant centaine millier pèlerin accomplissent hadj , cinq pilier islam tout fidèle musulman être censé accomplir moins fois vie , avoir moyen , drame être produire comme bilan , plus 700 décès blessé grave . parmi disparu figurer béninois dont nombre être encore bien connaître . ainsi nombreux famille être lourdement attristée . ong Jama’at islamique ahmadiyya bénin avoir organiser , hier cotonou , grand prière ensemble autre confession . célébration lequel fidèle église christianisme céleste , catholique , musulman , orthodoxe , méthodister bien autre avoir participer , avoir permettre autre , souvenir victime accident Mecque 2015 , dé prier paix monde . président ong Jama’at islamique ahmadiyya bénin , rana farooq ahmad , très émouvoir , avoir rappeler initiative viser partager douleur connaître famille éplorée . , être lieu conformer commandement Dieu soumettre enseignement . tour tour , représentant confession religieux présent avoir prié repos âme défunt parfait santé parent . , « Dieu connaître où chacun devoir rendre âme » . , « savoir où naître , savoir où chacun devoir rendre âme . car , mourir surprend» . rassemblement , qualifier président rana farooq ahmad , être grand signer solidarité convivialité entre tout religion , être donner devoir avoir guerre entre . différent sollicitude viser surtout soulager parent victime aider supporter brusquer disparition .
2015-10-08;Après le deuil survenu en Arabie saoudite : Boni Yayi accueille les pèlerins revenus de la Mecque;président république être aller , hier mercredi 7 octobre , rencontrer tout premier pèlerin revenu sain sauf Mecque . boni Yayi avoir réitérer condoléance nation famille celui être mort Arabie Saoudite . émotion être comble aéroport international Cardinal bernadin gantin cotonou , lorsque président république , cri « Allah akbar » , accueillir premier pèlerin béninois retour Mecque . drame survenir lors rituel lapidation diable mina , avoir connaître mourir plusieurs frère centaine disparu , avoir faire rescapé édition 2015 hadj . boni Yayi , avoir quoi rendre grâce Dieu miséricordieux . « être heureux retrouver . cher parent avoir quitté condition connaître être déjà main père céleste . avoir remplir mission terre . union prière » , déclarer chef état tarmac aéroport . préciser tragédie avoir frapper bénin seul . « être deuil mondial » , souligner , réitérant condoléance tout nation famille éplorée . boni Yayi avoir alors souhaiter bon retour rescapé foyer respectif , invitant raffermir foi prière respect prescription divines . président république annoncer prière national être organiser , dès arrivée dernier pèlerin . « gouvernement aller organiser prière national union prière celui avoir quitté . aller prier aussi nation monde entier » , insister , avant souhaiter prompte guérison tout blessé .
2015-10-14;Action socio-humanitaire : la Jama'at islamique Ahmadiyya du Bénin lance la 2e édition des opérations pédiatriques;Jama’at islamique ahmadiyya bénin collaboration ONG humanity first Allemagne , organiser campagne gratuit opération pédiatrique deux semaine être diriger professeur chirurgier pédiatrique venir Allemagne . lancement officiel opération avoir avoir lieu hier , mardi 13 octobre présence autorité communale préfectorale local hôpital humanity first abomey-calavi . « ministère charger relations institutions ( MCRI ) , être ministère transversal travailler beaucoup organisations non gouvernemental notamment Jama’at islamique ahmadiyya bénin être partenaire fidèle dudit ministère œuvre social , être connaître tout parce aller direction population plus démunies » , avoir déclarer hier directeur départemental atlantique-littoral ministère charger relations institutions , modeste chincoun occasion cérémonie lancement 2è édition opération pédiatrique . avoir manquer louer initiative Jama’at islamique ahmadiyya impliquer bien-être enfant . avoir saisir occasion réitérer remerciement ministre tutelle tout gouvernement . selon Eulalie tossou dossou , représentant directeur départemental santé atlantique-littoral , action humanitaire cadre bien politique national santé public gouvernement béninois . venir donc point nommer , soulager peine population béninoise concerner besoin prise charge pathologie dont hernie , sténose méat , tumeur tissu mou non soigner faute moyen financier . finir , avoir exhorter population faire sortir massivement enfant faire consulter vue prise charge gratuit efficace . président Jama’at islamique ahmadiyya bénin , rana farooq ahmad avoir expliquer communauté ménagera aucun effort accompagner bénin action profit plus faible plus démunir afin soutenir donner autre opportunité mieux vivre . avoir ajouter communauté islamique ahmadiyya avoir établir programme assistance population sinistrée commune karimama , kandi malanville être frapper inondation permettre reconstruire vie .
2015-10-20;Don aux victimes des inondations : Ahmadiyya fait œuvre utile à Kandi, Malanville et Karimama;jama'at islamique ahmadiyya bénir , ONG humanity First avoir procédé , week-end dernier , urie remise don profit personne affecté dernier inondation localité kandi , malanville karimama . Six tonne riz , 40 bidon huile , 450 natte plastique , 45 paquet tôle , coût total 7 million F CFA , avoir être distribuer sinistrer trois localité parcourue vendredi samedi dernier délégation conduite ahmad rana farooq , président jama'at islamique ahmadiyya bénin bakary moussiliou , président ONG humanity First bénin . « être venir partager douleur apporter soutien travers don aller quelque peu soulager , suite événement tristesse » , avoir laisser entendre ahmad rana farooq chaque étape . avoir également promettre équipe médecin être bientôt dépêcher prise charge gratuit certain maladie chez victime inondation . être beaucoup enthousiasme grand joie dernier avoir recevoir don , avant confondre remerciement endroit donateur . autorité local avoir abondé sens dire gratitude rassurer distribution équitable être faire vivres matériel remettre . charger mission préfet borgou / alibori , Djibril chabi batta , avoir salué geste organisation islamique plaider autre organisation emboîtent soulager population affecté catastrophe naturel . Jama’at islamique ahmadiyya ONG humanity First poursuivre action charité . depuis hier lundi , pendant cinq jour , organisent camp chirurgical opération hernie , appendicite , circoncision intention enfant âgé 1 15 an hôpital ahmadiyya sis quartier okédama parakou . Claude Urbain PLAGBETO A/ R borgou-alibori
2015-10-27;Bousculade meurtrière à la Mecque 2015 : les musulmans de Porto-Novo prient pour le repos de l'âme des victimes;"communauté musulman porto-novo avoir organiser samedi 24 octobre dernier , séance prière intention pèlerin décédés lors bousculade vallée mina Mecque , 24 septembre dernier . initiative avoir être soutenir autorité politico-administrative ainsi autre confession religieux tête couronnée ville . grand place idi mosquée central agbokou avoir être matinée samedi dernier , point attraction fidèle musulman porto-novo . être très nombreux prendre part séance prière organiser bénin mémoire pèlerin décédés lors bousculade 24 septembre dernier Mecque . cérémonie avoir être initiée communauté musulman porto-novo repos âme victime tragédie . imam mosquée central porto-novo , houzéïfath amzat , président conseil islamique porto-novo premier haut dignitaire union islamique bénin , karim Urbain da Silva avoir prié Allah recevoir royaume céleste , victime bousculade . avoir aussi imploré Dieu afin accorder paix famille éplorée assister vide laisser parent disparu ressente . imam houzéïfath amzat avoir rendre hommage fidèle autre communauté religieux sœur avoir accepter joindre communion prière . « communauté religieux devoir unir , unir effort vers bonheur cité pays » , souligner , avant inviter Allah accepter dévotion , appel veiller bénin dirigeant . représenter Eglise catholique , père hypolite sagbo , celui Eglise protestant , pasteur Honoré houngbo , celui Eglise orthodoxe rite oriental bénin , jerôme assogba , celui religion endogène , houédoto zounkpotodé , tête couronnée majesté onikoyi abesan alajasè , celui jama’t islamique ahmadiyya , Abdel koudouss avoir défilé tour tour prier Dieu repos âme victime . selon , mourir être expérience tout homme faire . être sens falloir comprendre mourir pèlerin quête salut Terre Sainte . maire porto-novo , Emmanuel zossou , représentant président assemblée national , honorable ibath sanni glèlè préfet département ouémé plateau , moukaram badarou avoir louer initiative organisation séance prière . seul Dieu disposer agenda chaque personne . être donner vie être encore décider reprendre quand où vouloir , avoir indiquer celui-ci travers message . revoir organisation hadj préfet , être grâce trouver mourir lors hadj , 5è pilier islam . moukaram badarou avoir insister être revue organisation hadj . avoir inviter gouvernement saoudien prendre responsabilité drame 24 septembre dernier reproduis plus jamais . avoir non plus oublier convoyeurs inviter revoir convoyage afin chose faire autrement désormais pèlerin être mieux traité entretenu . appel préfet ouémé-plateau avoir être goût convoyeurs présent . avoir réagir énergiquement voix porte-parole bachirou gbadamassi . selon , si chose devoir être réorganisée , cela passer retrait gouvernement béninois convoyage . année , avoir encore convoyé 300 pèlerin béninois Mecque . lieu concurrencer convoyeurs professionnel , gouvernement devoir plutôt être gardien temple ; celui réprimande convoyeurs cas dérapage . retrait état devoir permettre situer facilement responsabilité . intervention avoir être fortement applaudie assistance sembler trouver fonder observation convoyeur bachirou gbadamassi , ailleurs , secrétaire général comité national organisation hadj bénin . loin polémique , idrissou djima , représenter ministre charge économie Finances , avoir louer initiative prière tout comme prédécesseur . avoir remettre enveloppe million FCFA émanant émissaire accompagner communauté musulman porto-novo ."
2015-11-17;Attentats meurtriers à Paris vendredi dernier : la Communauté islamique Ahmadiyya du Bénin compatit;membre communauté islamique ahmadiyya bénin condamner fermeté attentat meurtrier perpétré Paris vendredi 13 novembre dernier . avoir faire savoir hier lundi 16 novembre travers communiqué presse « meurtre individu équivaut celui humanité tout entier » déclarer Saint Coran selon membre communauté islamique ahmadiyya bénin . être passage coranique dénoncer caractère inhumain celui avoir organiser attentat meurtrier perpétré Paris France vendredi dernier . , bien , honneur vie homme être sacré . ainsi , avoir confirmer , auteur instigateur barbarie , tenter légitimer nom foi , faire salir islam pire manière . Raison lequel : « prion espérer être rapidement appréhendé traduire justice acte maléfiquer .» très toucher drame entache crédibilité religion islamique , adresser prière sympathie famille endeuillée , tout celui être près loin affecté acte odieux , autorité gouvernemental ainsi force ordre devoir faire face conséquence dramatique attaque barbare , inhumaine . « Dieu tout-puissant accorder patience tout préserver humanité acte ignoble . amine» . tel être prière communauté islamique ahmadiyya bénin implorer paix tout . Gilles gregory gnivoudre ( stag )
2015-11-24;Lancement du camp médical Jama'at islamique Ahmadiyya : une cinquantaine de patients opérés à Cotonou et à Parakou;présence nombre impressionnant patient , Jama’at islamique ahmadiyya bénin avoir procédé officiellement lancement camp médical lundi 23 novembre hôpital ahmadiyya humanity-first cocotomey . cérémonie ouverture officiel avoir être présider musliou bakari , représenter communauté bénin . Jama’at islamique ahmadiyya bénin recevoir 14 25 novembre prochain , équipe professeur médecin , chirurgier allemand , membre ONG humanity-first Allemagne , arrivée bénin opérer gratuitement personne souffrir maladie bas-ventre tel hernie , prostate , appendicite ... , etc. délégation être composer sept personne . avoir déjà opérer cours séjour , cinquantaine personne cotonou parakou . tout opération avoir impeccablement réussir . entrée , organisateur avoir imploré bénédiction Allah travers citation quelque verset Saint Coran prononcer missionnaire local . prière avoir permettre commencer manifestation proprement dire . représenter jama'at islamique ahmadiyya bénin , musliou bakari avoir remercier ONG humanity-first Allemagne nombreux action . expliquer humanity-first International être organe auxiliaire Jama’at Islamique ahmadiyya , organisation religieux , profiter souhaiter bon rétablissement malade opéré . part , hamad ahmad , membre délégation allemand , indiquer islam imposer deux devoir croyant . premier devoir , préciser , consister accomplir volonté Allah . tandis second être remplir devoir envers humanité prochain . souligner chaque religion avoir propre règle . hamad ahmad être réjoui constater présent camp prendre compter malade tout obédience religieux . souhaiter trouver soulagement , après avoir réitérer volonté voir tout religion monde collaborer . suite , Dr haiene exprimer joie être nouveau bénin cinquième fois . remercier représentant humanity-first Allemagne , celui bénin avoir prouver capacité offrir chaque fois , organisation remarquable sans lequel être possible travailler bénin . quant représenter commissaire Gbodjè , inspecteur police Paul Houes -sou avoir rappeler santé être secteur très important développement . souhaiter revoir année prochain bénin , équipe professeur médecin chirurgier allemand gratuitement autre maladie .
