o:id,url,o:resource_template,o:resource_class,o:owner,o:is_public,o:item_set/o:id,o:item_set/dcterms:title,o:media/o:id,o:media/file,dcterms:title,dcterms:description,dcterms:date,dcterms:identifier,dcterms:relation,dcterms:alternative,dcterms:isPartOf,dcterms:spatial,bibo:citedBy,foaf:gender,foaf:firstName,foaf:lastName,foaf:birthday
10178,https://islam.zmo.de/s/westafrica/item/10178,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"James P. Piscatori",,,"https://www.wikidata.org/wiki/Q112408789 Q112408789",,"Piscatori, James P.",Researcher,,,Male,"James P.",Piscatori,
10179,https://islam.zmo.de/s/westafrica/item/10179,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Faranirina V. Rajaonah",,,"https://www.wikidata.org/wiki/Q113782844 Q113782844",,"Rajaonah, Faranirina V.",Researcher,,,Female,"Faranirina V.",Rajaonah,
10180,https://islam.zmo.de/s/westafrica/item/10180,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Jessie Dorthe K. Tvillinggaard",,,"https://www.wikidata.org/wiki/Q114346217 Q114346217",,"Tvillinggaard, Jessie Dorthe K.",Researcher,,,,"Jessie Dorthe K.",Tvillinggaard,
10181,https://islam.zmo.de/s/westafrica/item/10181,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Muhammed Tandoğan",,,"https://www.wikidata.org/wiki/Q120234099 Q120234099",,"Tandoğan, Muhammed",Researcher,,,,Muhammed,Tandoğan,
10182,https://islam.zmo.de/s/westafrica/item/10182,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Shabnum Tejani",,,"https://www.wikidata.org/wiki/Q113778476 Q113778476",,"Tejani, Shabnum",Researcher,,,,Shabnum,Tejani,
10183,https://islam.zmo.de/s/westafrica/item/10183,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Muriel Roiland-Rouabah",,,"https://www.wikidata.org/wiki/Q113831202 Q113831202",,"Roiland-Rouabah, Muriel",Researcher,,,,Muriel,Roiland-Rouabah,
10184,https://islam.zmo.de/s/westafrica/item/10184,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Sékou Bamba",,,"https://www.wikidata.org/wiki/Q120234306 Q120234306",,"Bamba, Sékou",Researcher,,,,Sékou,Bamba,
10255,https://islam.zmo.de/s/westafrica/item/10255,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"A. Kerimou",,,"https://www.wikidata.org/wiki/Q116486056 Q116486056",,"Kerimou, A.",Researcher,,,,A.,Kerimou,
10256,https://islam.zmo.de/s/westafrica/item/10256,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Badjow K. Tcham",,,"https://www.wikidata.org/wiki/Q116484161 Q116484161",,"Tcham, Badjow K.",Researcher,,,,"Badjow K.",Tcham,
10257,https://islam.zmo.de/s/westafrica/item/10257,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Bernard Klein",,,"https://www.wikidata.org/wiki/Q120298928 Q120298928",,"Klein, Bernard",Researcher,,,,Bernard,Klein,
10258,https://islam.zmo.de/s/westafrica/item/10258,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Bradford G. Martin",,,"https://www.wikidata.org/wiki/Q116485855 Q116485855",,"Martin, Bradford G.",Researcher,,,Male,"Bradford G.",Martin,
10259,https://islam.zmo.de/s/westafrica/item/10259,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Comi M. Toulabor",,,"https://www.wikidata.org/wiki/Q111543401 Q111543401",,"Toulabor, Comi M.",Researcher,,,Male,"Comi M.",Toulabor,
10260,https://islam.zmo.de/s/westafrica/item/10260,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"David C. Davis",,,"https://www.wikidata.org/wiki/Q120298852 Q120298852",,"Davis, David C.",Researcher,,,,"David C.",Davis,
10261,https://islam.zmo.de/s/westafrica/item/10261,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Diedrich Hermann Westermann",,,"https://www.wikidata.org/wiki/Q64454 Q64454",,"Westermann, Diedrich Hermann",Researcher,,,Male,"Diedrich Hermann",Westermann,
10262,https://islam.zmo.de/s/westafrica/item/10262,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"E.F. Voehringer",,,"https://www.wikidata.org/wiki/Q116485876 Q116485876",,"Voehringer, E.F.",Researcher,,,,E.F.,Voehringer,
10263,https://islam.zmo.de/s/westafrica/item/10263,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Edward Graham Norris",,,"https://www.wikidata.org/wiki/Q116486072 Q116486072",,"Norris, Edward Graham",Researcher,,,,"Edward Graham",Norris,
10264,https://islam.zmo.de/s/westafrica/item/10264,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Egbèssi Ahogla Gbamehossou",,,"https://www.wikidata.org/wiki/Q116483842 Q116483842",,"Gbamehossou, Egbèssi Ahogla",Researcher,,,,"Egbèssi Ahogla",Gbamehossou,
10265,https://islam.zmo.de/s/westafrica/item/10265,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Emile van Rouveroy van Nieuwaal",,,"https://www.wikidata.org/wiki/Q18608223 Q18608223",,"van Rouveroy van Nieuwaal, Emile",Researcher,,,Male,Emile,"van Rouveroy van Nieuwaal",
10266,https://islam.zmo.de/s/westafrica/item/10266,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Eugen Mittwoch",,,"https://www.wikidata.org/wiki/Q106013 Q106013",,"Mittwoch, Eugen",Researcher,,,Male,Eugen,Mittwoch,
10267,https://islam.zmo.de/s/westafrica/item/10267,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Koffi Nutefé Tsigbé",,,"https://www.wikidata.org/wiki/Q116483844 Q116483844",,"Tsigbé, Koffi Nutefé",Researcher,,,Male,"Koffi Nutefé",Tsigbé,
10268,https://islam.zmo.de/s/westafrica/item/10268,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Kuwedaten Napala",,,"https://www.wikidata.org/wiki/Q116483855 Q116483855",,"Napala, Kuwedaten",Researcher,,,,Kuwedaten,Napala,
10269,https://islam.zmo.de/s/westafrica/item/10269,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Kwamé Seeti Sidza",,,"https://www.wikidata.org/wiki/Q116484295 Q116484295",,"Sidza, Kwamé Seeti|S.K. Sidza",Researcher,,,,"Kwamé Seeti",Sidza,
10270,https://islam.zmo.de/s/westafrica/item/10270,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Lébéné Philippe Bolouvi",,,"https://www.wikidata.org/wiki/Q116484520 Q116484520",,"Bolouvi, Lébéné Philippe",Researcher,,,,"Lébéné Philippe",Bolouvi,
10271,https://islam.zmo.de/s/westafrica/item/10271,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Levent Tezcan",,,"https://www.wikidata.org/wiki/Q65187459 Q65187459",,"Tezcan, Levent",Researcher,,,Male,Levent,Tezcan,
10272,https://islam.zmo.de/s/westafrica/item/10272,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Mamada Riad Kassah Traoré",,,"https://www.wikidata.org/wiki/Q116484174 Q116484174",,"Kassah Traoré, Mamada Riad",Researcher,,,,"Mamada Riad","Kassah Traoré",
10273,https://islam.zmo.de/s/westafrica/item/10273,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Michaël Matongbada",,,"https://www.wikidata.org/wiki/Q116483819 Q116483819",,"Matongbada, Michaël",Researcher,,,,Michaël,Matongbada,
10274,https://islam.zmo.de/s/westafrica/item/10274,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Michel Agier",,,"https://www.wikidata.org/wiki/Q3308834 Q3308834",,"Agier, Michel",Researcher,,,Male,Michel,Agier,
10275,https://islam.zmo.de/s/westafrica/item/10275,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"N'buéké A. Goeh-Akue",,,"https://www.wikidata.org/wiki/Q116483852 Q116483852",,"Goeh-Akue, N'buéké A.",Researcher,,,,"N'buéké A.",Goeh-Akue,
10276,https://islam.zmo.de/s/westafrica/item/10276,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Nehemia Levtzion",,,"https://www.wikidata.org/wiki/Q27052161 Q27052161",,"Levtzion, Nehemia",Researcher,,,Male,Nehemia,Levtzion,
10277,https://islam.zmo.de/s/westafrica/item/10277,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Odile Napala",,,"https://www.wikidata.org/wiki/Q116484181 Q116484181",,"Napala, Odile",Researcher,,,,Odile,Napala,
10278,https://islam.zmo.de/s/westafrica/item/10278,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Paul-Simon Handy",,,"https://www.wikidata.org/wiki/Q116483804 Q116483804",,"Handy, Paul-Simon",Researcher,,,,Paul-Simon,Handy,
10279,https://islam.zmo.de/s/westafrica/item/10279,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Per Hassing",,,"https://www.wikidata.org/wiki/Q116506773 Q116506773",,"Hassing, Per",Researcher,,,,Per,Hassing,
10280,https://islam.zmo.de/s/westafrica/item/10280,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Peter Heine",,,"https://www.wikidata.org/wiki/Q1114061 Q1114061",,"Heine, Peter",Researcher,,,Male,Peter,Heine,
10281,https://islam.zmo.de/s/westafrica/item/10281,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Pierre Alexandre",,,"https://www.wikidata.org/wiki/Q18578185 Q18578185",,"Alexandre, Pierre",Researcher,,,Male,Pierre,Alexandre,
10282,https://islam.zmo.de/s/westafrica/item/10282,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Pyalo Da-do Nora Amedzenu-Noviekou",,,"https://www.wikidata.org/wiki/Q116483798 Q116483798",,"Amedzenu-Noviekou, Pyalo Da-do Nora",Researcher,,,,"Pyalo Da-do Nora",Amedzenu-Noviekou,
10283,https://islam.zmo.de/s/westafrica/item/10283,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Rakilou Yaya",,,"https://www.wikidata.org/wiki/Q116483863 Q116483863",,"Yaya, Rakilou",Researcher,,,,Rakilou,Yaya,
10284,https://islam.zmo.de/s/westafrica/item/10284,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Rashid Oladoja Lasisi",,,"https://www.wikidata.org/wiki/Q116485872 Q116485872",,"Lasisi, Rashid",Researcher,,,,Rashid,Lasisi,
10286,https://islam.zmo.de/s/westafrica/item/10286,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Robert Cornevin",,,"https://www.wikidata.org/wiki/Q12266621 Q12266621",,"Cornevin, Robert",Researcher,,,Male,Robert,Cornevin,
10287,https://islam.zmo.de/s/westafrica/item/10287,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"S. Karim",,,"https://www.wikidata.org/wiki/Q116486063 Q116486063",,"Karim, S.",Researcher,,,,S.,Karim,
10288,https://islam.zmo.de/s/westafrica/item/10288,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Senyon L. Adotevi",,,"https://www.wikidata.org/wiki/Q116484133 Q116484133",,"Adotevi, Senyon L.",Researcher,,,,"Senyon L.",Adotevi,
10289,https://islam.zmo.de/s/westafrica/item/10289,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Sourakatou Ouro-Tchedre",,,"https://www.wikidata.org/wiki/Q116483927 Q116483927",,"Ouro-Tchedre, Sourakatou",Researcher,,,,Sourakatou,Ouro-Tchedre,
10290,https://islam.zmo.de/s/westafrica/item/10290,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Tchobodjo Ouro-Sama",,,"https://www.wikidata.org/wiki/Q116483838 Q116483838",,"Ouro-Sama, Tchobodjo",Researcher,,,,Tchobodjo,Ouro-Sama,
10291,https://islam.zmo.de/s/westafrica/item/10291,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Wahabou Tchagbele",,,"https://www.wikidata.org/wiki/Q116484064 Q116484064",,"Tchagbele, Wahabou",Researcher,,,,Wahabou,Tchagbele,
10525,https://islam.zmo.de/s/westafrica/item/10525,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"William Assanvo",,,"https://www.wikidata.org/wiki/Q117744215 Q117744215",,"Assanvo, William",Researcher,,,,William,Assanvo,
10560,https://islam.zmo.de/s/westafrica/item/10560,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Yves Marguerat",,,"https://www.wikidata.org/wiki/Q116150007 Q116150007",,"Marguerat, Yves",Researcher,France,,,,,1943
10561,https://islam.zmo.de/s/westafrica/item/10561,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Gabriel Kwami Nyassogbo",,,"https://www.wikidata.org/wiki/Q120597054 Q120597054",,"Nyassogbo, Gabriel Kwami|G. Kwami Nyassogbo",Researcher,,,,"Gabriel Kwami",Nyassogbo,
10571,https://islam.zmo.de/s/westafrica/item/10571,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Sényo Louis Adotevi",,,"https://www.wikidata.org/wiki/Q120597937 Q120597937",,"Adotevi, Sényo Louis",Researcher,,,,"Sényo Louis",Adotevi,
10573,https://islam.zmo.de/s/westafrica/item/10573,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Barbara Becker-Cantarino",,,"https://www.wikidata.org/wiki/Q67083745 Q67083745",,"Becker-Cantarino, Barbara",Researcher,,,,Barbara,Becker-Cantarino,1937-12
10574,https://islam.zmo.de/s/westafrica/item/10574,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Hendrik Meyer",,,"https://www.wikidata.org/wiki/Q120597998 Q120597998",,"Meyer, Hendrik",Researcher,,,,Hendrik,Meyer,
10575,https://islam.zmo.de/s/westafrica/item/10575,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Klaus Schubert",,,"https://www.wikidata.org/wiki/Q1745688 Q1745688",,"Schubert, Klaus",Researcher,,,,Klaus,Schubert,
10582,https://islam.zmo.de/s/westafrica/item/10582,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Alexandre Popovic",,,"https://www.wikidata.org/wiki/Q55231202 Q55231202",,"Popovic, Alexandre",Researcher,,,,Alexandre,Popovic,
10583,https://islam.zmo.de/s/westafrica/item/10583,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Gilles Veinstein",,,"https://www.wikidata.org/wiki/Q966259 Q966259",,"Veinstein, Gilles",Researcher,,,,Gilles,Veinstein,
10588,https://islam.zmo.de/s/westafrica/item/10588,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Marc Agostino",,,"https://www.wikidata.org/wiki/Q3287730 Q3287730",,"Agostino, Marc",Researcher,,,,Marc,Agostino,
10600,https://islam.zmo.de/s/westafrica/item/10600,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Samba Dieng",,,"https://www.wikidata.org/wiki/Q120598284 Q120598284",,"Dieng, Samba",Researcher,,,,Samba,Dieng,
10604,https://islam.zmo.de/s/westafrica/item/10604,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Jacques Valette",,,"https://www.wikidata.org/wiki/Q44477839 Q44477839",,"Valette, Jacques",Researcher,,,,Jacques,Valette,
10608,https://islam.zmo.de/s/westafrica/item/10608,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"James Kritzeck",,,"https://www.wikidata.org/wiki/Q6137482 Q6137482",,"Kritzeck, James",Researcher,,,,James,Kritzeck,
10609,https://islam.zmo.de/s/westafrica/item/10609,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"William H. Lewis",,,"https://www.wikidata.org/wiki/Q120598526 Q120598526",,"Lewis, William H.|William Hubert Lewis",Researcher,,,,"William H.",Lewis,
10610,https://islam.zmo.de/s/westafrica/item/10610,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Peri J. Bearman",,,"https://www.wikidata.org/wiki/Q7168341 Q7168341",,"Bearman, Peri J.",Researcher,,,,"Peri J.",Bearman,
10611,https://islam.zmo.de/s/westafrica/item/10611,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Thierry Bianquis",,,"https://www.wikidata.org/wiki/Q55771417 Q55771417",,"Bianquis, Thierry",Researcher,,,,Thierry,Bianquis,
10612,https://islam.zmo.de/s/westafrica/item/10612,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Emeri J. van Donzel",,,"https://www.wikidata.org/wiki/Q30123775 Q30123775",,"van Donzel, Emeri J.|E.J. van Donzel",Researcher,,,,"Emeri J.","van Donzel",
10613,https://islam.zmo.de/s/westafrica/item/10613,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Clifford Edmund Bosworth",,,"https://www.wikidata.org/wiki/Q40315 Q40315",,"Bosworth, Clifford Edmund",Researcher,,,,"Clifford Edmund",Bosworth,
10614,https://islam.zmo.de/s/westafrica/item/10614,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Wolfhart Heinrichs",,,"https://www.wikidata.org/wiki/Q15431502 Q15431502",,"Heinrichs, Wolfhart",Researcher,,,,Wolfhart,Heinrichs,
10678,https://islam.zmo.de/s/westafrica/item/10678,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"M.L. Barry",,,"https://www.wikidata.org/wiki/Q120635576 Q120635576",,"Barry, M.L.",Researcher,,,,,Barry,
10858,https://islam.zmo.de/s/westafrica/item/10858,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Muhammad Auwal Albani Zaria","Nigerian Islamic scholar|Érudit islamique nigérian",2014-02-01,"https://www.wikidata.org/wiki/Q63928624 Q63928624",,"Muhammad Auwal Adam Albaniy Zaria",Preacher,Nigeria,,Male,,,1960-09-27
10861,https://islam.zmo.de/s/westafrica/item/10861,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Nabons Laafi Diallo",,,"https://www.wikidata.org/wiki/Q120755593 Q120755593",,"Diallo, Nabons Laafi",Researcher,"Burkina Faso",,,"Nabons Laafi",Diallo,
11122,https://islam.zmo.de/s/westafrica/item/11122,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Humphrey J. Fisher",,,"https://www.wikidata.org/wiki/Q120920596 Q120920596",,"Fisher, Humphrey J.",Researcher,,,,"Humphrey J.",Fisher,
11126,https://islam.zmo.de/s/westafrica/item/11126,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Chouaïb Ahmed Chitou",,,,,"Chouaïb Chitou","Imam|Union Islamique du Bénin",Benin,,Male,"Chouaïb Ahmed",Chitou,
11127,https://islam.zmo.de/s/westafrica/item/11127,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Abdelhamid Sanni Chitou Alao","Président de l'ONG OHEI",,,,,"Organisation Humanitaire pour l'Entraide Islamique au Bénin",Benin,,Male,"Abdelhamid Sanni Chitou",Alao,
11128,https://islam.zmo.de/s/westafrica/item/11128,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Abdoul Jalili Yéssoufou",,,,,,"Imam|Union Islamique du Bénin",Benin,,Male,"Abdoul Jalili",Yéssoufou,
11130,https://islam.zmo.de/s/westafrica/item/11130,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Abou Yêkini",,,,,,"Union Islamique du Bénin",Benin,,Male,Abou,Yêkini,
11131,https://islam.zmo.de/s/westafrica/item/11131,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Adolphe Biaou",,,,,,Politician,Benin,,Male,Adolphe,Biaou,
11133,https://islam.zmo.de/s/westafrica/item/11133,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Alassane Ibrahim Wowo",,,,,"Alassane Ibrahim",Imam,Benin,,Male,Alassane,Ibrahim,
11134,https://islam.zmo.de/s/westafrica/item/11134,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Albert Gandonou",,,,,,,Benin,,Male,Albert,Gandonou,
11135,https://islam.zmo.de/s/westafrica/item/11135,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Ali Houdou",,,,,,Politician,Benin,,Male,Ali,Houdou,
11136,https://islam.zmo.de/s/westafrica/item/11136,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Amidou Dankoro",,,,,,Imam,Benin,,Male,Amidou,Dankoro,
11137,https://islam.zmo.de/s/westafrica/item/11137,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Amidou Ibikanmi Igbayolola",Islamologue,,,,,,Benin,,Male,,,
11138,https://islam.zmo.de/s/westafrica/item/11138,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Ataou Soufiano","Président de la Chambre de commerce d'industrie du Bénin (CCIB)",,,,,,Benin,,Male,Ataou,Soufiano,
11139,https://islam.zmo.de/s/westafrica/item/11139,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Augustin Honvoh",,,,,,Politician,Benin,,Male,Augustin,Honvoh,
11140,https://islam.zmo.de/s/westafrica/item/11140,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Badirou Gafary",,,,,"Badirou Gafari","Union Islamique du Dahomey",Benin,,Male,Badirou,Gafary,
11141,https://islam.zmo.de/s/westafrica/item/11141,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Claire Houngan Ayémonna",,,,,,Politician,Benin,,Female,"Claire Houngan",Ayémonna,1959
11142,https://islam.zmo.de/s/westafrica/item/11142,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Djibril Boussou","Former imam of the CIUB (1994-1999), former president of the AIMB (2010-2014) and training and cooperation secretary of the RJP2MB|Ancien imam de la CIUB (1994-1999), ancien président de l'AIMB (2010-2014) et secrétaire à la formation et coopération du RJP2MB",,,,,"Amicale des Intellectuels Musulmans du Bénin|Communauté Islamique Universitaire du Bénin|Réseau des Journalistes et Professionnels des Médias Musulmans du Bénin",Benin,,Male,Djibril,Boussou,
11143,https://islam.zmo.de/s/westafrica/item/11143,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Dorothé Cossi Sossa",,,,,"Dorothée Sossa",Politician,Benin,,Male,"Dorothé Cossi",Sossa,1956
11144,https://islam.zmo.de/s/westafrica/item/11144,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Fatiou Akplogan",,2017,,,,Politician,Benin,,Male,Fatiou,Akplogan,
11145,https://islam.zmo.de/s/westafrica/item/11145,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Girigissou Gado",,2009-01-20,,,,"Politician|Union Islamique du Bénin",Benin,,Male,Girigissou,Gado,
11146,https://islam.zmo.de/s/westafrica/item/11146,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Grégoire Akofodji",,,,,,Politician,Benin,,Male,Grégoire,Akofodji,
11147,https://islam.zmo.de/s/westafrica/item/11147,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Henry Harry",,,,,"Henry Y. Harry",Pastor,Benin,,Male,Henry,Harry,
11148,https://islam.zmo.de/s/westafrica/item/11148,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Hervé Djokpé",,,,,,Politician,Benin,,Male,Hervé,Djokpé,
11149,https://islam.zmo.de/s/westafrica/item/11149,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Ibrahim Chabi Mama",,,,,,Politician,Benin,,Male,"Ibrahim Chabi",Mama,
11150,https://islam.zmo.de/s/westafrica/item/11150,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Ibrahim Ousmane",,,,,,Imam|Politician,Benin,,Male,Ibrahim,Ousmane,
11151,https://islam.zmo.de/s/westafrica/item/11151,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Idrissou Abdel Nasser",,,,,,"Communauté Islamique Universitaire du Bénin",Benin,,Male,"Idrissou Abdel",Nasser,
11152,https://islam.zmo.de/s/westafrica/item/11152,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Isidore Amoussou",,,,,,Politician,Benin,,Male,Isidore,Amoussou,
11153,https://islam.zmo.de/s/westafrica/item/11153,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Issa Kiré",,,,,"Issa Kiri",Imam,Benin,,Male,Issa,Kiré,
11154,https://islam.zmo.de/s/westafrica/item/11154,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Issa Mohamed Awali",,,,,"Issa Awali",Imam,Benin,,Male,"Issa Mohamed",Awali,
11155,https://islam.zmo.de/s/westafrica/item/11155,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Issiaka Alao Ligali",,,,,"Issiaka Ligali",Imam,Benin,,Male,"Issiaka Alao",Ligali,
11158,https://islam.zmo.de/s/westafrica/item/11158,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Joseph Ahanhanzo",,,,,,Politician,Benin,,Male,Joseph,Ahanhanzo,
11159,https://islam.zmo.de/s/westafrica/item/11159,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Joseph Sourou Attin",,,,,,Politician,Benin,,Male,"Joseph Sourou",Attin,
11160,https://islam.zmo.de/s/westafrica/item/11160,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Karim Dramane",,,,,,Politician,Benin,,Male,Karim,Dramane,
11162,https://islam.zmo.de/s/westafrica/item/11162,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Liamidi Kélani",,1998,,,,"Imam|Union Islamique du Bénin",Benin,,Male,Liamidi,Kélani,
11163,https://islam.zmo.de/s/westafrica/item/11163,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Luc Assogba",,,,,,Journalist|Ehuzu,Benin,,Male,Luc,Assogba,
11164,https://islam.zmo.de/s/westafrica/item/11164,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Machioudi Rachad",,,,,,Imam,Benin,,Male,Machioudi,Rachad,
11165,https://islam.zmo.de/s/westafrica/item/11165,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Malam Yaro",,2022,,"Mohamed el-Habib","Wowo Ibrahim",Imam,Benin,,Male,,,1913
11166,https://islam.zmo.de/s/westafrica/item/11166,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Mamata Mèba Bio Djossou",,,,,,Politician,Benin,,Male,"Mamata Mèba","Bio Djossou",
11167,https://islam.zmo.de/s/westafrica/item/11167,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Modeste Toboula",,,,,,,Benin,,Male,Modeste,Toboula,
11168,https://islam.zmo.de/s/westafrica/item/11168,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Mohamed Ahmadou Cissé",,,,,,,Benin,,Male,"Mohamed Ahmadou",Cissé,
11169,https://islam.zmo.de/s/westafrica/item/11169,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Mohamed Bachir Soumanou",,,,,"Mohammed Bachirou Soumanou","Cercle d'Études et de Recherche Islam et Développement|Fonds National de la Zakat et Awkaf du Bénin",Benin,,Male,"Mohamed Bachir",Soumanou,
11170,https://islam.zmo.de/s/westafrica/item/11170,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Mohamed el-Habib",,,"https://www.wikidata.org/wiki/Q123448905 Q123448905","Malam Yaro",,Imam,Benin,,Male,Mohamed,el-Habib,1958
11171,https://islam.zmo.de/s/westafrica/item/11171,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Mohamed Sadissou Tamimou",,,,,,,Benin,,Male,"Mohamed Sadissou",Tamimou,
